#Second case with k = 0.4 and B = 20.0
#u              v              
-1.175509       3.626451       
-1.139244       3.599964       
-1.103244       3.574207       
-1.067502       3.549277       
-1.032010       3.525260       
-0.996757       3.502242       
-0.961734       3.480300       
-0.926931       3.459508       
-0.892336       3.439936       
-0.857937       3.421648       
-0.823721       3.404705       
-0.789674       3.389163       
-0.755782       3.375076       
-0.722031       3.362491       
-0.688406       3.351455       
-0.654892       3.342010       
-0.621472       3.334193       
-0.588130       3.328042       
-0.554849       3.323588       
-0.521613       3.320861       
-0.488405       3.319889       
-0.455206       3.320694       
-0.421999       3.323300       
-0.388766       3.327725       
-0.355489       3.333986       
-0.322149       3.342096       
-0.288728       3.352069       
-0.255207       3.363912       
-0.221568       3.377633       
-0.187792       3.393237       
-0.153859       3.410727       
-0.119752       3.430101       
-0.085451       3.451358       
-0.050937       3.474492       
-0.016193       3.499496       
0.018802        3.526360       
0.054066        3.555070       
0.089617        3.585612       
0.125473        3.617966       
0.161652        3.652110       
0.198174        3.688019       
0.235054        3.725666       
0.272310        3.765016       
0.309961        3.806035       
0.348021        3.848683       
0.386508        3.892914       
0.425437        3.938679       
0.464824        3.985926       
0.504683        4.034594       
0.545029        4.084618       
0.585875        4.135929       
0.627234        4.188449       
0.669119        4.242095       
0.711540        4.296776       
0.754508        4.352396       
0.798032        4.408847       
0.842120        4.466016       
0.886780        4.523781       
0.932018        4.582009       
0.977838        4.640560       
1.024244        4.699281       
1.071236        4.758011       
1.118817        4.816577       
1.166982        4.874793       
1.215730        4.932465       
1.265055        4.989384       
1.314949        5.045329       
1.365402        5.100066       
1.416403        5.153348       
1.467936        5.204917       
1.519985        5.254497       
1.572530        5.301804       
1.625548        5.346537       
1.679014        5.388385       
1.732898        5.427021       
1.787168        5.462108       
1.841789        5.493298       
1.896722        5.520232       
1.951924        5.542540       
2.007350        5.559845       
2.062948        5.571764       
2.118666        5.577906       
2.174445        5.577880       
2.230224        5.571292       
2.285936        5.557748       
2.341514        5.536862       
2.396883        5.508250       
2.451965        5.471542       
2.506680        5.426380       
2.560944        5.372422       
2.614669        5.309349       
2.667762        5.236865       
2.720131        5.154704       
2.771678        5.062631       
2.822304        4.960452       
2.871909        4.848010       
2.920389        4.725197       
2.967641        4.591952       
3.013560        4.448267       
3.058043        4.294192       
3.100985        4.129835       
3.142283        3.955366       
3.181837        3.771018       
3.219547        3.577091       
3.255318        3.373951       
3.289057        3.162027       
3.320678        2.941816       
3.350096        2.713878       
3.377234        2.478834       
3.402023        2.237365       
3.424396        1.990204       
3.444299        1.738136       
3.461680        1.481988       
3.476500        1.222626       
3.488726        0.960950       
3.498336        0.697881       
3.505314        0.434360       
3.509658        0.171335       
3.511371        -0.090243      
3.510469        -0.349430      
3.506975        -0.605296      
3.500922        -0.856932      
3.492352        -1.103460      
3.481318        -1.344036      
3.467877        -1.577857      
3.452099        -1.804171      
3.434057        -2.022275      
3.413834        -2.231525      
3.391519        -2.431334      
3.367206        -2.621180      
3.340994        -2.800605      
3.312988        -2.969215      
3.283296        -3.126682      
3.252029        -3.272743      
3.219301        -3.407199      
3.185229        -3.529911      
3.149930        -3.640803      
3.113522        -3.739853      
3.076124        -3.827093      
3.037853        -3.902607      
2.998827        -3.966523      
2.959162        -4.019013      
2.918971        -4.060287      
2.878369        -4.090588      
2.837463        -4.110193      
2.796361        -4.119400      
2.755167        -4.118535      
2.713981        -4.107939      
2.672902        -4.087969      
2.632022        -4.058995      
2.591432        -4.021393      
2.551218        -3.975549      
2.511463        -3.921847      
2.472244        -3.860678      
2.433638        -3.792425      
2.395713        -3.717474      
2.358539        -3.636201      
2.322177        -3.548980      
2.286687        -3.456174      
2.252125        -3.358140      
2.218544        -3.255225      
2.185991        -3.147765      
2.154514        -3.036088      
2.124153        -2.920508      
2.094948        -2.801332      
2.066935        -2.678854      
2.040146        -2.553356      
2.014612        -2.425112      
1.990361        -2.294383      
1.967417        -2.161422      
1.945803        -2.026470      
1.925539        -1.889760      
1.906641        -1.751515      
1.889126        -1.611950      
1.873006        -1.471272      
1.858294        -1.329681      
1.844997        -1.187369      
1.833123        -1.044520      
1.822678        -0.901316      
1.813665        -0.757931      
1.806085        -0.614534      
1.799940        -0.471291      
1.795227        -0.328364      
1.791944        -0.185911      
1.790084        -0.044089      
1.789644        0.096950       
1.790613        0.237052       
1.792984        0.376067       
1.796744        0.513843       
1.801883        0.650231       
1.808385        0.785080       
1.816236        0.918239       
1.825418        1.049554       
1.835914        1.178871       
1.847702        1.306036       
1.860763        1.430889       
1.875072        1.553269       
1.890604        1.673013       
1.907334        1.789954       
1.925234        1.903922       
1.944273        2.014743       
1.964421        2.122241       
1.985643        2.226234       
2.007905        2.326539       
2.031171        2.422966       
2.055400        2.515325       
2.080554        2.603420       
2.106588        2.687054       
2.133458        2.766026       
2.161119        2.840133       
2.189520        2.909169       
2.218612        2.972929       
2.248341        3.031207       
2.278653        3.083795       
2.309491        3.130488       
2.340796        3.171083       
2.372507        3.205381       
2.404561        3.233186       
2.436892        3.254307       
2.469435        3.268563       
2.502121        3.275779       
2.534879        3.275792       
2.567637        3.268449       
2.600321        3.253613       
2.632857        3.231159       
2.665169        3.200982       
2.697179        3.162993       
2.728809        3.117128       
2.759980        3.063340       
2.790613        3.001609       
2.820630        2.931942       
2.849949        2.854369       
2.878493        2.768953       
2.906182        2.675783       
2.932940        2.574981       
2.958690        2.466701       
2.983357        2.351128       
3.006868        2.228479       
3.029153        2.099005       
3.050143        1.962989       
3.069773        1.820745       
3.087980        1.672620       
3.104706        1.518988       
3.119896        1.360252       
3.133499        1.196844       
3.145467        1.029216       
3.155759        0.857846       
3.164338        0.683228       
